caption_id,track_id,caption,is_valid_subset,familiarity,artist_id,album_id,path,duration
598,1169729,Genre seems like a classical music played with piano and reminds me of a huge church in Europe where they play during daytime,,1,338649,140751,29/1169729.mp3,255.2
1102,1169731,"Classic instrumental song played on a piano that goes from being mellow, dreamy to uncomfortable feeling at times",True,0,338649,140751,31/1169731.mp3,191.3
96,1169733,The piano sounds like it's going through a rough period in its life.,False,1,338649,140751,33/1169733.mp3,129.3
266,1169734,"It is an instrumental piano song, with a moody relaxing and gentle tone",True,1,338649,140751,34/1169734.mp3,94.1
1064,1170729,It has a loving and joyful feel to it based on the lyrics and also the finger picking guitar,True,0,339048,140943,29/1170729.mp3,149.2
556,1173652,Delicate orchestral music with a magical Christmas feel,True,2,432273,141350,52/1173652.mp3,199.7
297,11751,"Electro Jazz instrumental track, with a basic beat and the electric piano leading the way to a final distorted guitar solo.",True,2,696,1741,51/11751.mp3,279.0
992,1176656,Electronic music that builds up mostly using various drum and guitar samples that is relaxing to listen to,True,1,458008,141669,56/1176656.mp3,184.5
660,1176656,"Instrumental song that conveys a sense of beginning or start, with different instruments gradually added to the mix.",True,1,458008,141669,56/1176656.mp3,184.5
215,1176656,"Starts like an experimental hip hop beat, transitions into an epic happy and relaxing vibe with the melody and guitar. It is an instrumental track with mostly acoustic instruments",,0,458008,141669,56/1176656.mp3,184.5
1037,1176657,Spacial projection with calm undertones plus slightly funky,True,2,458008,141669,57/1176657.mp3,120.0
505,1176716,"Instrumental lounge song, with an 80s sounding vibe, a strong digital synth pad in the back, a prominent bass line and the overall feeling of a hotel waiting room.",True,0,458008,141669,16/1176716.mp3,289.5
86,11773,A smooth jazz rendition of a Christmas song that makes me feel calm and happy.,True,1,696,1741,73/11773.mp3,122.6
777,1179160,Evokes an uncomfortable feeling is a mixture of rock and trance,,1,432273,141925,60/1179160.mp3,205.9
910,1180599,"Electronic song, so loopable, with cycle structures and a strong set base.",True,1,7349,142065,99/1180599.mp3,284.5
369,1180601,A hip-hop repetitive beat featuring a keyboards and synths.,True,1,7349,142065,01/1180601.mp3,271.1
93,1180601,A dramatic R&B back beat with a dull melody but solid bass and hi-hat base reminiscent of 90s.,True,1,7349,142065,01/1180601.mp3,271.1
29,1180601,"This is a pretty simple track that sounds like it was produced completely on the computer. It's somewhat energetic, could be hip hop but has no lyrics.",,0,7349,142065,01/1180601.mp3,271.1
1105,1180601,"Pretty simple but effective, starts of simple but later when the beats kick in makes head bob,",,1,7349,142065,01/1180601.mp3,271.1
423,1180633,Repetitive dancefloor track with loud synths and a simple beat,True,0,7349,142065,33/1180633.mp3,268.8
235,11839,"Starts with a very country vibe, with two guitars. It is an instrumental song with just two guitar playing. It sounds soothing and relaxing",,0,1780,1749,39/11839.mp3,212.2
107,11841,Slow-paced guitar ballad with clean guitar solos interspersed throughout the composition,True,0,1780,1749,41/11841.mp3,120.4
116,11841,"A peaceful yet emotionally charged instrumental track featuring a blend of calm, acoustic and electric guitars that overlap and intertwine to create a soothing, introspective soundscape that is perfect for relaxing and unwinding, or for providing a poignant, mellow background ambiance during a reflective moment.",True,0,1780,1749,41/11841.mp3,120.4
45,11843,"A soft guitar arpeggio opens this instrumental piece. Then it moves into folksy chord strumming, with a bluesy melody on top.",,1,1780,1749,43/11843.mp3,97.0
326,1187970,Typical energetic and positive EDM song from the early 10s that could be played in a discotheque on a summer night.,True,1,434337,142986,70/1187970.mp3,217.8
13,119345,"This instrumental piece has the qualities of Celtic folk songs, starting off with a harp-like instrument playing a repeating melody before drums come in",True,0,7051,16238,45/119345.mp3,325.5
36,1194312,"Catchy pop song with prominent acoustic guitar strumming, and an organ interlude.",True,2,343767,143735,12/1194312.mp3,172.4
1063,1194314,The song starts with a sad piano riff that has a wavy and mellow feel for someone who was hurt or is depressed that someone can bob their head to slowly in anguish,True,0,343767,143735,14/1194314.mp3,233.1
1104,1194315,"Groovy rhythm with the guitar especially when the bass kicks in, un-noticeable absence of loud snare and kick, poppy and catchy",True,1,343767,143735,15/1194315.mp3,234.5
817,1194315,"Mixture of styles, including African, Brit Pop, Country Pop, and commercial cleaning products.",True,1,343767,143735,15/1194315.mp3,234.5
814,1194316,"A rejected option for the opening music to the TV show, ""Just Shoot Me"", but a successful option for Texas ranch boy meets girl/sheep.",False,1,343767,143735,16/1194316.mp3,237.8
131,1198562,A soothing and lightly melancholic piano composition that makes the listener desire to sing with it.,True,2,462340,144181,62/1198562.mp3,190.2
888,1209452,"Happy optimistic instrumental song with whistles, xylophone and ukulele that can be used to clap and dance along to",True,1,451073,145253,52/1209452.mp3,178.3
405,1210714,"A fun upbeat drums section playing with a keyboard and some electronic horn type noises, feels like the automatic song on a keyboard that you'd play in music lessons",True,1,7063,145414,14/1210714.mp3,147.9
140,1210715,"Upbeat commercial-sounding song with a simple drum rhythm, guitar chords and a simple but spacey-sounding synth melody",True,1,7063,145414,15/1210715.mp3,130.4
443,1210719,Positive and light instrumental pop song with hand clapping.,,0,7063,145414,19/1210719.mp3,182.1
300,1210721,An instrumental surf rock track with a twist. Open charleston beat with strummed guitar and a mellow synth lead. The song is a happy cyberpunk soundtrack.,,1,7063,145414,21/1210721.mp3,185.8
343,1210725,Positive instrumental pop song with a strong rhythm and brass section.,True,0,7063,145414,25/1210725.mp3,160.1
745,1214580,"Classical Piano Jingle Solo, Happy and Fun 145 BPM",,2,432273,145798,80/1214580.mp3,146.0
187,1214580,"This music is piano waltz music of the classical genre and is reminiscent of Chopin, but it is not Chopin's original work.",True,2,432273,145798,80/1214580.mp3,146.0
938,1221997,Calming instrumental played on bass violin and flute that can be put in the background while doing some work or study,True,1,432273,146573,97/1221997.mp3,165.1
341,12301,Energetic bluesy song with a harmonica and horn section in musical dialogue.,True,1,1858,1820,01/12301.mp3,336.0
23,12301,Instrumental song with classical blues chords but played with a big band style.,True,0,1858,1820,01/12301.mp3,336.0
77,12302,"This track conveys a celebratory mood as in a road trip, where one is having time of his/her life exploring new things, discovering their inner thrill-seeker persona.",,1,1858,1820,02/12302.mp3,280.0
613,12303,This is an energetic song featuring brass air instruments and harmonica.,True,1,1858,1820,03/12303.mp3,331.9
1097,1235608,Relaxing jazz music with soothing melody that contains brass instruments and various keyboards.,True,1,340663,148140,08/1235608.mp3,225.6
333,1239507,"Mysterious piece of jazz music for a typical film noir scene, played on piano, bass (and with a trumpet solo section).",True,2,459422,148554,07/1239507.mp3,295.2
263,1241778,"An instrumental rock song, with a bass, electric guitar, and drums. It is a lively, energetic and happy sounding track",,1,474067,148821,78/1241778.mp3,227.7
946,1241783,A rock-solo track suitable for a road trip.,True,2,474067,148821,83/1241783.mp3,241.1
53,1242780,"The waves in the background give the track a lofi feeling. the drums are crunchy and not lack some low-end but are quite present. The piano in the background feels almost improvisational. Overall, it feels like a melancholic boom-bap track.",,0,439567,148948,80/1242780.mp3,289.1
985,124358,"soft and chill acoustic guitar with synthesized drumbeat, instrumental track",,1,337763,17389,58/124358.mp3,212.1
773,1245182,Lounge music for a summer evening on the beach.,True,0,476715,149189,82/1245182.mp3,308.2
523,1245183,An instrumental electronic track with ethereal organs and bouncy drums.,True,1,476715,149189,83/1245183.mp3,385.8
344,1245183,"Electrónica positiva con secuencias de tempo animado  y algo de fantasía futurista en los sintetizadores, graves profundos y agudos brillantes",,2,476715,149189,83/1245183.mp3,385.8
1070,1245183,"Instrumental electronic music with a repetitive melody on synths which is calming, peaceful and relaxing",True,0,476715,149189,83/1245183.mp3,385.8
126,1245184,The composer is experimenting with different instruments in their DAW.,False,1,476715,149189,84/1245184.mp3,295.2
890,1245184,"A medium-paced EDM-style song with an intro by a synthesizer, features some ambient sound and simple drum.",True,0,476715,149189,84/1245184.mp3,295.2
833,1245185,"A pop style synthesized instrumental track with mellow, chorus-like top line, and a prominent drum beat.",True,0,476715,149189,85/1245185.mp3,340.4
541,1245186,"In this song, a tropic back-beat and a lush piano chord is then accompanied with a salient organ to give way into a joyful melody and a beat.",True,1,476715,149189,86/1245186.mp3,357.3
402,1245186,this electronic song with a downtempo of synthy beats feels perfect for a car journey through nature,True,0,476715,149189,86/1245186.mp3,357.3
884,1245189,"this is a so called jazz-hiphop or lounge music. with dreamy synth, piano loop, and drum loops creates a chill and groove vibe. this is instrumental.",,1,476715,149189,89/1245189.mp3,338.2
965,1245190,This song starts with an ambient pad intro with a hip-hop influenced beat dropping halfway through.,True,1,476715,149189,90/1245190.mp3,289.8
223,1245191,"strong beat, relax and danceful music with drums and piano. Library music.",,2,476715,149189,91/1245191.mp3,378.3
837,1254630,"New-era instrumental backing track starting with synth piano, changed meter afterwards, and added in drum beats.",True,1,479140,150083,30/1254630.mp3,237.0
254,1254634,An interlacing guitar rhythm that is matched by a drum beat and then throws in generic lyrics as a background track,True,0,479140,150083,34/1254634.mp3,196.7
636,1264107,"This track featuring a solo piano gives a sense of safety, determinedness and vulnerability.",True,1,355162,151019,07/1264107.mp3,225.6
1000,1266727,The production sounds like it is produced by a beginner.,False,1,359240,151379,27/1266727.mp3,594.8
